Frequency (Hz)	Level (dB)
19533.979797	-176.162903
19534.652710	-182.821091
19535.325623	-188.856247
19535.998535	-184.062714
19536.671448	-179.665344
19537.344360	-186.886078
19538.017273	-185.736404
19538.690186	-190.802704
19539.363098	-183.489349
19540.036011	-190.841965
19540.708923	-186.023972
19541.381836	-186.090103
19542.054749	-180.049469
19542.727661	-178.544708
19543.400574	-179.969040
19544.073486	-184.708420
19544.746399	-180.786499
19545.419312	-182.080948
19546.092224	-176.491989
19546.765137	-177.536804
19547.438049	-181.763702
19548.110962	-180.545837
19548.783875	-179.274933
19549.456787	-179.253189
19550.129700	-181.364746
19550.802612	-178.513733
19551.475525	-180.968842
19552.148438	-191.898468
19552.821350	-191.786026
19553.494263	-187.744278
19554.167175	-181.717834
19554.840088	-180.894531
19555.513000	-175.146103
19556.185913	-175.548935
19556.858826	-184.280640
19557.531738	-181.013458
19558.204651	-175.679260
19558.877563	-180.203003
19559.550476	-180.220261
19560.223389	-188.894730
19560.896301	-170.755646
19561.569214	-167.759750
19562.242126	-174.268478
19562.915039	-168.967773
19563.587952	-165.004150
19564.260864	-175.066452
19564.933777	-177.033081
19565.606689	-171.754562
19566.279602	-178.925415
19566.952515	-171.820114
19567.625427	-168.408508
19568.298340	-164.956070
19568.971252	-159.621384
19569.644165	-154.749557
19570.317078	-155.660522
19570.989990	-162.215942
19571.662903	-168.243561
19572.335815	-169.734314
19573.008728	-182.523376
19573.681641	-167.746918
19574.354553	-170.023972
19575.027466	-176.974762
19575.700378	-178.610657
19576.373291	-189.069901
19577.046204	-180.471512
19577.719116	-180.935349
19578.392029	-191.033157
19579.064941	-182.718857
19579.737854	-179.601318
19580.410767	-177.947891
19581.083679	-182.437088
19581.756592	-180.189835
19582.429504	-194.264420
19583.102417	-191.071198
19583.775330	-185.506012
19584.448242	-190.410233
19585.121155	-192.020309
19585.794067	-183.523407
19586.466980	-183.323166
19587.139893	-186.050110
19587.812805	-190.858047
19588.485718	-185.420456
19589.158630	-195.718414
19589.831543	-186.117523
19590.504456	-200.639771
19591.177368	-182.478790
19591.850281	-180.753555
19592.523193	-187.447281
19593.196106	-184.268951
19593.869019	-189.992279
19594.541931	-180.875595
19595.214844	-177.122513
19595.887756	-176.735275
19596.560669	-180.421707
19597.233582	-182.445328
19597.906494	-181.602631
19598.579407	-181.620956
19599.252319	-187.212326
19599.925232	-185.689774
19600.598145	-185.200226
19601.271057	-182.543152
19601.943970	-182.563431
19602.616882	-182.367126
19603.289795	-183.200378
19603.962708	-182.888870
19604.635620	-185.482590
19605.308533	-181.840118
19605.981445	-184.337845
19606.654358	-190.296310
19607.327271	-188.409592
19608.000183	-175.297516
19608.673096	-176.338501
19609.346008	-183.644638
19610.018921	-185.009598
19610.691833	-189.180817
19611.364746	-175.003769
19612.037659	-170.579865
19612.710571	-170.795212
19613.383484	-174.329742
19614.056396	-177.387619
19614.729309	-177.261246
19615.402222	-184.700272
19616.075134	-179.983627
19616.748047	-171.975906
19617.420959	-171.622635
19618.093872	-172.174011
19618.766785	-172.237549
19619.439697	-178.895966
19620.112610	-175.770630
19620.785522	-181.218353
19621.458435	-176.713760
19622.131348	-172.791351
19622.804260	-175.114334
19623.477173	-168.036896
19624.150085	-164.724213
19624.822998	-157.127213
19625.495911	-161.090256
19626.168823	-163.885345
19626.841736	-164.994934
19627.514648	-167.038361
19628.187561	-166.153412
19628.860474	-188.572433
19629.533386	-168.005234
19630.206299	-167.529388
19630.879211	-169.678391
19631.552124	-164.617676
19632.225037	-170.149811
19632.897949	-175.856552
19633.570862	-168.548660
19634.243774	-166.256119
19634.916687	-169.377502
19635.589600	-178.625717
19636.262512	-180.591431
19636.935425	-176.226242
19637.608337	-185.118057
19638.281250	-177.964722
19638.954163	-180.091049
19639.627075	-191.622635
19640.299988	-186.873749
19640.972900	-182.440720
19641.645813	-181.374298
19642.318726	-178.288940
19642.991638	-176.619644
19643.664551	-179.244095
19644.337463	-181.847488
19645.010376	-176.537643
19645.683289	-177.073013
19646.356201	-177.275909
19647.029114	-191.523346
19647.702026	-180.157059
19648.374939	-183.512619
19649.047852	-185.141846
19649.720764	-199.163712
19650.393677	-193.453522
19651.066589	-185.145035
19651.739502	-183.928253
19652.412415	-175.409760
19653.085327	-174.363205
19653.758240	-183.015106
19654.431152	-192.603226
19655.104065	-179.398071
19655.776978	-176.699860
19656.449890	-176.486023
19657.122803	-174.275986
19657.795715	-176.826996
19658.468628	-174.254044
19659.141541	-173.245071
19659.814453	-175.002304
19660.487366	-171.213837
19661.160278	-175.337067
19661.833191	-175.389496
19662.506104	-186.696915
19663.179016	-178.535172
19663.851929	-178.793060
19664.524841	-186.412949
19665.197754	-178.844559
19665.870667	-181.371704
19666.543579	-181.562820
19667.216492	-173.003510
19667.889404	-179.860474
19668.562317	-180.173080
19669.235229	-191.118530
19669.908142	-187.843903
19670.581055	-174.319412
19671.253967	-169.217102
19671.926880	-180.647659
19672.599792	-167.308380
19673.272705	-164.871033
19673.945618	-169.955780
19674.618530	-167.868378
19675.291443	-158.682770
19675.964355	-159.715790
19676.637268	-160.578629
19677.310181	-180.314270
19677.983093	-157.941025
19678.656006	-151.006195
19679.328918	-149.368378
19680.001831	-155.392776
19680.674744	-160.247375
19681.347656	-159.637207
19682.020569	-163.188004
19682.693481	-158.815842
19683.366394	-157.436539
19684.039307	-162.758682
19684.712219	-170.867065
19685.385132	-169.954071
19686.058044	-173.466141
19686.730957	-171.921310
19687.403870	-167.134460
19688.076782	-171.929260
19688.749695	-180.930328
19689.422607	-176.233749
19690.095520	-172.145111
19690.768433	-175.165955
19691.441345	-191.553879
19692.114258	-178.862427
19692.787170	-179.131912
19693.460083	-190.810684
19694.132996	-176.215363
19694.805908	-171.409485
19695.478821	-174.093704
19696.151733	-185.965515
19696.824646	-179.485413
19697.497559	-187.698364
19698.170471	-179.619812
19698.843384	-194.128830
19699.516296	-181.119141
19700.189209	-176.621536
19700.862122	-173.459900
19701.535034	-172.497482
19702.207947	-177.116104
19702.880859	-187.155533
19703.553772	-181.536301
19704.226685	-180.131332
19704.899597	-193.218430
19705.572510	-180.354080
19706.245422	-181.332855
19706.918335	-189.089325
19707.591248	-181.594284
19708.264160	-185.359177
19708.937073	-178.220871
19709.609985	-178.350571
19710.282898	-183.021408
19710.955811	-186.418671
19711.628723	-181.270416
19712.301636	-180.111755
19712.974548	-186.463898
19713.647461	-175.503479
19714.320374	-172.036499
19714.993286	-175.389633
19715.666199	-177.663895
19716.339111	-179.840652
19717.012024	-174.431274
19717.684937	-182.658005
19718.357849	-178.975250
19719.030762	-174.044540
19719.703674	-179.923401
19720.376587	-180.213303
19721.049500	-175.675934
19721.722412	-177.217865
19722.395325	-173.834824
19723.068237	-167.260880
19723.741150	-169.969757
19724.414062	-167.975479
19725.086975	-163.087463
19725.759888	-169.121414
19726.432800	-168.135986
19727.105713	-159.235062
19727.778625	-162.316711
19728.451538	-160.826797
19729.124451	-162.522141
19729.797363	-158.942856
19730.470276	-159.133499
19731.143188	-153.817490
19731.816101	-141.667618
19732.489014	-138.383026
19733.161926	-132.622833
19733.834839	-123.160423
19734.507751	-127.557533
19735.180664	-146.283401
19735.853577	-153.471848
19736.526489	-161.352219
19737.199402	-155.349060
19737.872314	-153.607285
19738.545227	-157.842850
19739.218140	-158.374481
19739.891052	-163.248611
19740.563965	-167.446655
19741.236877	-169.148041
19741.909790	-165.085342
19742.582703	-164.960678
19743.255615	-178.305405
19743.928528	-173.732025
19744.601440	-176.679367
19745.274353	-170.478775
19745.947266	-173.989212
19746.620178	-173.931976
19747.293091	-174.831070
19747.966003	-174.609741
19748.638916	-174.204071
19749.311829	-178.214188
19749.984741	-175.046387
19750.657654	-172.005234
19751.330566	-169.606689
19752.003479	-171.993881
19752.676392	-180.604294
19753.349304	-175.232559
19754.022217	-172.968475
19754.695129	-176.560577
19755.368042	-181.294586
19756.040955	-184.920166
19756.713867	-174.664307
19757.386780	-175.911453
19758.059692	-181.806534
19758.732605	-182.562958
19759.405518	-189.045837
19760.078430	-188.783966
19760.751343	-183.219635
19761.424255	-191.635178
19762.097168	-182.899200
19762.770081	-179.667236
19763.442993	-177.482925
19764.115906	-182.362671
19764.788818	-187.756607
19765.461731	-181.275726
19766.134644	-179.895203
19766.807556	-182.260208
19767.480469	-184.254379
19768.153381	-187.607300
19768.826294	-183.400452
19769.499207	-181.213486
19770.172119	-178.053665
19770.845032	-183.160919
19771.517944	-186.640259
19772.190857	-182.219177
19772.863770	-184.276474
19773.536682	-180.497803
19774.209595	-187.097397
19774.882507	-196.322601
19775.555420	-184.336029
19776.228333	-179.812714
19776.901245	-184.676025
19777.574158	-194.919464
19778.247070	-213.467880
19778.919983	-201.961212
19779.592896	-190.189026
19780.265808	-185.883881
19780.938721	-179.240173
19781.611633	-190.378464
19782.284546	-179.038055
19782.957458	-180.069839
19783.630371	-189.468567
19784.303284	-182.313141
19784.976196	-192.992828
19785.649109	-176.663452
19786.322021	-177.696335
19786.994934	-168.919052
19787.667847	-165.862976
19788.340759	-164.501907
19789.013672	-156.135239
19789.686584	-153.236023
19790.359497	-161.006699
19791.032410	-150.063141
19791.705322	-153.222229
19792.378235	-147.950272
19793.051147	-148.242416
19793.724060	-155.485168
19794.396973	-154.818512
19795.069885	-158.493210
19795.742798	-160.942551
19796.415710	-169.140167
19797.088623	-173.507065
19797.761536	-168.752243
19798.434448	-174.642273
19799.107361	-207.415451
19799.780273	-180.811935
19800.453186	-181.871475
19801.126099	-188.313416
19801.799011	-179.569229
19802.471924	-176.970383
19803.144836	-171.444809
19803.817749	-172.171570
19804.490662	-172.345840
19805.163574	-170.548065
19805.836487	-171.425049
19806.509399	-176.736008
19807.182312	-179.179092
19807.855225	-175.676376
19808.528137	-183.057434
19809.201050	-190.090347
19809.873962	-179.628616
19810.546875	-186.740372
19811.219788	-188.216064
19811.892700	-188.761429
19812.565613	-189.817398
19813.238525	-189.135361
19813.911438	-198.194611
19814.584351	-190.309250
19815.257263	-188.973419
19815.930176	-187.088196
19816.603088	-182.022537
19817.276001	-180.354309
19817.948914	-181.363831
19818.621826	-185.659836
19819.294739	-188.142578
19819.967651	-186.051270
19820.640564	-184.689423
19821.313477	-184.408325
19821.986389	-190.462051
19822.659302	-199.833969
19823.332214	-197.230637
19824.005127	-181.400879
19824.678040	-177.838501
19825.350952	-184.561157
19826.023865	-186.496613
19826.696777	-193.514099
19827.369690	-178.267319
19828.042603	-181.067764
19828.715515	-183.108139
19829.388428	-180.517914
19830.061340	-184.443207
19830.734253	-186.502762
19831.407166	-183.279282
19832.080078	-182.275711
19832.752991	-179.966080
19833.425903	-169.752365
19834.098816	-175.030045
19834.771729	-176.255295
19835.444641	-173.809814
19836.117554	-175.744659
19836.790466	-183.320084
19837.463379	-179.011642
19838.136292	-177.981018
19838.809204	-184.646317
19839.482117	-180.804169
19840.155029	-177.654465
19840.827942	-198.416382
19841.500854	-178.114044
19842.173767	-179.364563
19842.846680	-186.375168
19843.519592	-188.168137
19844.192505	-173.254333
19844.865417	-171.060379
19845.538330	-179.857269
19846.211243	-175.024780
19846.884155	-172.979340
19847.557068	-173.724228
19848.229980	-187.199036
19848.902893	-185.888565
19849.575806	-180.720871
19850.248718	-180.354568
19850.921631	-184.832550
19851.594543	-184.646317
19852.267456	-182.338669
19852.940369	-186.900696
19853.613281	-187.047302
19854.286194	-183.687958
19854.959106	-182.907898
19855.632019	-193.560837
19856.304932	-192.028549
19856.977844	-192.658005
19857.650757	-191.869202
19858.323669	-191.097580
19858.996582	-182.591736
19859.669495	-189.810791
19860.342407	-182.347351
19861.015320	-179.614120
19861.688232	-180.676575
19862.361145	-181.899750
19863.034058	-181.777710
19863.706970	-185.383377
19864.379883	-180.988892
19865.052795	-183.449005
19865.725708	-185.816895
19866.398621	-184.246429
19867.071533	-187.699631
19867.744446	-191.147629
19868.417358	-192.768509
19869.090271	-189.363083
19869.763184	-182.478790
19870.436096	-184.447205
19871.109009	-186.291168
19871.781921	-181.205978
19872.454834	-186.291168
19873.127747	-188.164368
19873.800659	-200.823868
19874.473572	-196.307846
19875.146484	-187.485764
19875.819397	-201.554276
19876.492310	-192.117477
19877.165222	-181.498993
19877.838135	-177.481644
19878.511047	-178.049591
19879.183960	-185.339722
19879.856873	-176.838669
19880.529785	-190.469727
19881.202698	-188.380600
19881.875610	-182.183502
19882.548523	-176.965454
19883.221436	-175.535980
19883.894348	-176.052490
19884.567261	-176.921600
19885.240173	-179.029633
19885.913086	-180.222733
19886.585999	-183.884171
19887.258911	-185.409622
19887.931824	-178.873901
19888.604736	-179.160095
19889.277649	-172.427078
19889.950562	-169.831284
19890.623474	-167.448685
19891.296387	-167.301865
19891.969299	-169.583801
19892.642212	-167.464890
19893.315125	-164.988144
19893.988037	-167.242615
19894.660950	-162.565842
19895.333862	-176.436264
19896.006775	-166.659042
19896.679688	-169.060669
19897.352600	-165.676529
19898.025513	-158.941269
19898.698425	-153.356216
19899.371338	-166.745255
19900.044250	-153.819260
19900.717163	-157.076340
19901.390076	-160.313782
19902.062988	-161.491714
19902.735901	-173.399597
19903.408813	-167.588562
19904.081726	-167.489975
19904.754639	-166.535339
19905.427551	-173.184830
19906.100464	-170.909439
19906.773376	-167.587250
19907.446289	-170.998260
19908.119202	-184.261795
19908.792114	-175.817764
19909.465027	-174.872604
19910.137939	-187.874802
19910.810852	-180.438507
19911.483765	-179.469193
19912.156677	-181.936630
19912.829590	-175.391678
19913.502502	-175.332993
19914.175415	-179.071198
19914.848328	-175.047501
19915.521240	-175.851013
19916.194153	-179.961685
19916.867065	-188.160889
19917.539978	-178.989899
19918.212891	-174.450500
19918.885803	-175.462112
19919.558716	-182.679489
19920.231628	-188.150772
19920.904541	-179.306458
19921.577454	-179.153229
19922.250366	-184.960876
19922.923279	-179.648270
19923.596191	-187.108017
19924.269104	-177.375290
19924.942017	-177.618591
19925.614929	-188.006714
19926.287842	-182.488708
19926.960754	-177.730545
19927.633667	-183.447815
19928.306580	-186.171219
19928.979492	-185.949600
19929.652405	-190.507797
19930.325317	-183.520065
19930.998230	-180.880005
19931.671143	-179.955536
19932.344055	-180.461884
19933.016968	-182.481003
19933.689880	-186.449402
19934.362793	-180.963852
19935.035706	-180.472351
19935.708618	-183.416916
19936.381531	-182.268326
19937.054443	-179.295654
19937.727356	-181.189011
19938.400269	-183.258362
19939.073181	-191.660843
19939.746094	-188.461365
19940.419006	-188.936035
19941.091919	-194.031677
19941.764832	-189.818085
19942.437744	-182.746017
19943.110657	-194.933762
19943.783569	-176.289474
19944.456482	-174.724823
19945.129395	-175.067993
19945.802307	-173.126526
19946.475220	-168.774384
19947.148132	-166.285110
19947.821045	-167.138184
19948.493958	-165.516129
19949.166870	-163.615540
19949.839783	-164.719711
19950.512695	-156.733734
19951.185608	-155.250076
19951.858521	-155.812042
19952.531433	-159.692566
19953.204346	-149.847992
19953.877258	-150.994507
19954.550171	-172.402603
19955.223083	-151.420746
19955.895996	-151.756241
19956.568909	-157.377762
19957.241821	-156.235153
19957.914734	-156.631348
19958.587646	-157.242523
19959.260559	-157.998993
19959.933472	-162.138214
19960.606384	-161.218872
19961.279297	-162.622284
19961.952209	-166.897827
19962.625122	-170.698425
19963.298035	-174.151917
19963.970947	-171.537460
19964.643860	-179.919556
19965.316772	-179.526810
19965.989685	-173.870209
19966.662598	-178.354660
19967.335510	-184.371521
19968.008423	-181.259338
19968.681335	-179.107178
19969.354248	-182.296631
19970.027161	-185.514999
19970.700073	-190.533432
19971.372986	-177.062210
19972.045898	-175.514938
19972.718811	-179.934921
19973.391724	-184.229843
19974.064636	-187.169189
19974.737549	-184.349335
19975.410461	-179.443130
19976.083374	-177.623596
19976.756287	-178.113068
19977.429199	-183.933945
19978.102112	-198.792435
19978.775024	-196.931320
19979.447937	-182.176270
19980.120850	-180.669464
19980.793762	-181.627121
19981.466675	-182.701035
19982.139587	-185.916977
19982.812500	-185.316010
19983.485413	-185.633881
19984.158325	-185.747894
19984.831238	-186.700134
19985.504150	-185.093369
19986.177063	-192.930313
19986.849976	-184.554916
19987.522888	-187.366287
19988.195801	-192.787109
19988.868713	-187.219513
19989.541626	-190.940765
19990.214539	-191.018143
19990.887451	-189.318146
19991.560364	-186.761871
19992.233276	-182.802979
19992.906189	-189.127823
19993.579102	-188.476669
19994.252014	-188.100800
19994.924927	-182.014053
19995.597839	-179.374069
19996.270752	-181.445877
19996.943665	-192.418793
19997.616577	-192.257294
19998.289490	-179.357773
19998.962402	-175.604034
19999.635315	-172.879822
20000.308228	-181.059158
20000.981140	-172.475769
20001.654053	-170.989609
20002.326965	-193.918365
20002.999878	-174.715561
20003.672791	-167.067566
20004.345703	-162.055374
20005.018616	-162.333130
20005.691528	-166.992020
20006.364441	-163.702682
20007.037354	-162.162827
20007.710266	-164.981995
20008.383179	-161.124298
20009.056091	-158.834656
20009.729004	-153.191116
20010.401917	-148.919922
20011.074829	-158.914154
20011.747742	-150.785599
20012.420654	-151.547562
20013.093567	-162.407608
20013.766479	-158.679596
20014.439392	-158.107040
20015.112305	-160.058716
20015.785217	-169.220108
20016.458130	-167.971664
20017.131042	-170.534164
20017.803955	-180.693542
20018.476868	-177.655396
20019.149780	-174.860245
20019.822693	-177.291428
20020.495605	-187.022263
20021.168518	-189.502167
20021.841431	-185.669357
20022.514343	-186.072266
20023.187256	-181.410660
20023.860168	-186.484039
20024.533081	-189.355453
20025.205994	-191.027100
20025.878906	-199.240234
20026.551819	-192.720734
20027.224731	-184.955246
20027.897644	-185.855667
20028.570557	-185.890121
20029.243469	-191.852432
20029.916382	-181.169632
20030.589294	-182.745911
20031.262207	-184.331924
20031.935120	-192.732574
20032.608032	-182.459793
20033.280945	-181.768600
20033.953857	-192.356033
20034.626770	-187.703781
20035.299683	-189.361969
20035.972595	-189.226746
20036.645508	-184.006821
20037.318420	-182.545609
20037.991333	-178.178055
20038.664246	-177.483063
20039.337158	-181.632584
20040.010071	-182.617599
20040.682983	-191.786026
20041.355896	-184.083862
20042.028809	-182.497147
20042.701721	-189.237823
20043.374634	-183.037949
20044.047546	-180.958496
20044.720459	-189.830093
20045.393372	-198.878143
20046.066284	-182.087631
20046.739197	-183.665298
20047.412109	-176.743820
20048.085022	-180.409744
20048.757935	-195.090500
20049.430847	-182.402496
20050.103760	-183.160217
20050.776672	-182.395782
20051.449585	-176.316788
20052.122498	-173.370255
20052.795410	-175.519196
20053.468323	-189.343765
20054.141235	-177.194214
20054.814148	-178.583649
20055.487061	-177.183624
20056.159973	-175.357529
20056.832886	-171.448959
20057.505798	-188.987183
20058.178711	-166.920532
20058.851624	-166.218796
20059.524536	-172.428467
20060.197449	-174.597076
20060.870361	-169.963577
20061.543274	-166.673340
20062.216187	-164.159409
20062.889099	-160.466324
20063.562012	-163.556824
20064.234924	-163.242706
20064.907837	-159.637924
20065.580750	-158.907913
20066.253662	-167.369904
20066.926575	-165.877869
20067.599487	-172.605118
20068.272400	-184.169479
20068.945312	-171.636017
20069.618225	-167.149902
20070.291138	-166.876968
20070.964050	-169.316727
20071.636963	-170.910843
20072.309875	-177.710571
20072.982788	-183.731171
20073.655701	-176.193802
20074.328613	-171.444977
20075.001526	-174.070679
20075.674438	-169.845535
20076.347351	-171.993469
20077.020264	-184.908768
20077.693176	-177.822739
20078.366089	-182.205231
20079.039001	-177.565750
20079.711914	-177.952652
20080.384827	-185.775833
20081.057739	-184.436981
20081.730652	-186.950531
20082.403564	-180.915146
20083.076477	-175.394272
20083.749390	-173.487946
20084.422302	-182.249771
20085.095215	-182.471069
20085.768127	-194.803268
20086.441040	-187.028702
20087.113953	-177.896194
20087.786865	-186.636078
20088.459778	-185.118805
20089.132690	-209.751770
20089.805603	-181.309586
20090.478516	-178.713379
20091.151428	-182.964767
20091.824341	-183.484253
20092.497253	-182.335419
20093.170166	-188.754959
20093.843079	-179.220978
20094.515991	-188.158722
20095.188904	-184.012466
20095.861816	-186.896194
20096.534729	-194.462601
20097.207642	-188.924698
20097.880554	-187.200729
20098.553467	-183.163544
20099.226379	-177.141861
20099.899292	-177.817596
20100.572205	-186.260696
20101.245117	-197.427368
20101.918030	-197.635727
20102.590942	-184.793015
20103.263855	-176.706757
20103.936768	-175.504822
20104.609680	-180.062973
20105.282593	-177.882629
20105.955505	-181.868225
20106.628418	-182.624847
20107.301331	-188.121277
20107.974243	-184.074295
20108.647156	-189.123001
20109.320068	-184.379318
20109.992981	-179.650833
20110.665894	-176.676102
20111.338806	-175.648880
20112.011719	-176.483795
20112.684631	-186.018967
20113.357544	-179.768387
20114.030457	-172.860352
20114.703369	-171.284164
20115.376282	-175.464539
20116.049194	-171.591141
20116.722107	-173.268799
20117.395020	-174.415375
20118.067932	-175.234360
20118.740845	-164.944824
20119.413757	-162.108139
20120.086670	-162.208740
20120.759583	-161.957565
20121.432495	-163.880920
20122.105408	-174.319641
20122.778320	-169.954819
20123.451233	-182.546326
20124.124146	-181.389618
20124.797058	-175.864960
20125.469971	-174.263077
20126.142883	-176.103729
20126.815796	-176.762543
20127.488708	-180.176331
20128.161621	-184.977142
20128.834534	-176.461594
20129.507446	-181.599228
20130.180359	-174.256180
20130.853271	-168.005280
20131.526184	-176.402573
20132.199097	-169.932922
20132.872009	-173.764816
20133.544922	-172.077515
20134.217834	-173.416168
20134.890747	-176.253510
20135.563660	-180.336517
20136.236572	-186.430923
20136.909485	-185.051102
20137.582397	-180.552856
20138.255310	-197.560501
20138.928223	-183.459427
20139.601135	-184.275375
20140.274048	-186.135193
20140.946960	-191.655960
20141.619873	-190.933243
20142.292786	-205.090500
20142.965698	-202.096619
20143.638611	-201.163391
20144.311523	-185.712845
20144.984436	-178.812073
20145.657349	-178.710266
20146.330261	-178.729675
20147.003174	-181.810669
20147.676086	-187.559113
20148.348999	-197.654724
20149.021912	-185.612015
20149.694824	-181.792526
20150.367737	-182.278793
20151.040649	-186.325745
20151.713562	-192.462906
20152.386475	-187.493317
20153.059387	-192.360001
20153.732300	-185.547867
20154.405212	-179.342377
20155.078125	-181.545731
20155.751038	-188.679764
20156.423950	-194.465408
20157.096863	-190.386902
20157.769775	-190.194290
20158.442688	-179.238495
20159.115601	-177.945694
20159.788513	-175.903534
20160.461426	-172.556046
20161.134338	-171.016785
20161.807251	-174.898453
20162.480164	-193.241943
20163.153076	-185.338745
20163.825989	-182.665009
20164.498901	-181.922653
20165.171814	-180.007278
20165.844727	-179.552231
20166.517639	-179.839157
20167.190552	-178.760788
20167.863464	-180.968842
20168.536377	-184.222504
20169.209290	-173.514099
20169.882202	-164.238266
20170.555115	-161.718842
20171.228027	-160.977707
20171.900940	-161.323578
20172.573853	-152.779755
20173.246765	-153.803757
20173.919678	-159.571426
20174.592590	-154.903381
20175.265503	-163.226883
20175.938416	-155.557922
20176.611328	-156.099976
20177.284241	-162.845139
20177.957153	-166.313416
20178.630066	-165.616104
20179.302979	-170.660110
20179.975891	-180.893631
20180.648804	-176.781143
20181.321716	-174.914749
20181.994629	-173.456558
20182.667542	-168.800522
20183.340454	-172.573090
20184.013367	-177.268387
20184.686279	-174.535873
20185.359192	-178.191574
20186.032104	-178.021667
20186.705017	-186.464523
20187.377930	-179.861572
20188.050842	-178.088654
20188.723755	-172.289368
20189.396667	-171.853104
20190.069580	-177.972992
20190.742493	-175.185669
20191.415405	-171.184097
20192.088318	-169.730423
20192.761230	-170.003342
20193.434143	-170.638672
20194.107056	-174.950470
20194.779968	-183.950363
20195.452881	-180.365295
20196.125793	-176.137100
20196.798706	-176.613159
20197.471619	-179.274338
20198.144531	-178.239594
20198.817444	-175.790375
20199.490356	-178.351517
20200.163269	-180.350342
20200.836182	-181.876572
20201.509094	-190.350342
20202.182007	-179.834869
20202.854919	-183.976700
20203.527832	-180.623962
20204.200745	-186.126709
20204.873657	-178.879898
20205.546570	-179.466400
20206.219482	-182.982422
20206.892395	-178.982224
20207.565308	-181.072006
20208.238220	-182.417389
20208.911133	-179.107178
20209.584045	-192.121002
20210.256958	-183.712067
20210.929871	-180.055283
20211.602783	-174.287994
20212.275696	-172.375214
20212.948608	-180.882492
20213.621521	-201.689972
20214.294434	-184.959213
20214.967346	-188.443573
20215.640259	-191.754059
20216.313171	-179.263214
20216.986084	-175.501862
20217.658997	-173.483459
20218.331909	-173.605209
20219.004822	-177.371674
20219.677734	-176.874817
20220.350647	-179.819260
20221.023560	-172.285690
20221.696472	-171.467636
20222.369385	-181.023575
20223.042297	-169.142670
20223.715210	-170.963303
20224.388123	-180.428925
20225.061035	-171.900558
20225.733948	-169.293732
20226.406860	-165.311234
20227.079773	-168.227875
20227.752686	-165.322296
20228.425598	-163.106125
20229.098511	-165.357452
20229.771423	-159.398209
20230.444336	-152.227158
20231.117249	-154.070160
20231.790161	-144.392563
20232.463074	-154.302902
20233.135986	-154.611115
20233.808899	-163.625748
20234.481812	-169.722122
20235.154724	-182.047943
20235.827637	-169.592270
20236.500549	-181.133362
20237.173462	-181.869278
20237.846375	-181.482422
20238.519287	-175.862808
20239.192200	-180.934708
20239.865112	-182.246964
20240.538025	-178.586258
20241.210938	-177.142639
20241.883850	-177.621094
20242.556763	-181.129990
20243.229675	-181.790878
20243.902588	-184.523163
20244.575500	-185.682114
20245.248413	-201.148392
20245.921326	-200.355011
20246.594238	-183.687958
20247.267151	-180.473999
20247.940063	-179.556244
20248.612976	-184.642960
20249.285889	-194.329742
20249.958801	-181.060333
20250.631714	-180.620178
20251.304626	-179.105484
20251.977539	-180.337646
20252.650452	-187.673904
20253.323364	-193.081909
20253.996277	-186.379150
20254.669189	-202.250534
20255.342102	-191.278625
20256.015015	-192.307861
20256.687927	-181.748367
20257.360840	-178.239136
20258.033752	-187.413879
20258.706665	-195.602036
20259.379578	-183.316727
20260.052490	-181.134308
20260.725403	-183.792389
20261.398315	-181.445877
20262.071228	-184.129883
20262.744141	-183.936646
20263.417053	-188.894119
20264.089966	-183.342194
20264.762878	-181.399445
20265.435791	-186.697174
20266.108704	-184.183914
20266.781616	-188.284286
20267.454529	-185.283096
20268.127441	-180.164932
20268.800354	-182.953735
20269.473267	-188.374664
20270.146179	-182.986206
20270.819092	-181.937347
20271.492004	-183.674530
20272.164917	-192.039566
20272.837830	-184.234833
20273.510742	-183.291656
20274.183655	-184.420090
20274.856567	-182.746460
20275.529480	-183.019257
20276.202393	-176.221451
20276.875305	-179.923401
20277.548218	-174.145523
20278.221130	-170.396194
20278.894043	-170.889114
20279.566956	-179.737030
20280.239868	-175.153015
20280.912781	-178.529602
20281.585693	-168.136887
20282.258606	-161.031067
20282.931519	-162.741272
20283.604431	-182.288544
20284.277344	-161.439362
20284.950256	-158.847916
20285.623169	-154.025833
20286.296082	-149.467590
20286.968994	-151.216431
20287.641907	-156.184250
20288.314819	-167.948898
20288.987732	-161.291855
20289.660645	-161.023438
20290.333557	-158.167374
20291.006470	-164.657043
20291.679382	-169.783493
20292.352295	-164.794098
20293.025208	-168.093277
20293.698120	-178.506729
20294.371033	-168.088791
20295.043945	-168.892151
20295.716858	-176.643555
20296.389771	-179.581436
20297.062683	-177.851257
20297.735596	-173.646393
20298.408508	-174.137894
20299.081421	-174.038864
20299.754333	-171.648361
20300.427246	-174.729675
20301.100159	-183.911804
20301.773071	-194.158691
20302.445984	-179.618973
20303.118896	-186.423340
20303.791809	-183.478104
20304.464722	-181.581406
20305.137634	-176.580750
20305.810547	-178.712357
20306.483459	-189.631836
20307.156372	-176.703415
20307.829285	-181.385681
20308.502197	-180.984970
20309.175110	-179.733566
20309.848022	-178.262650
20310.520935	-177.276947
20311.193848	-180.464676
20311.866760	-189.746582
20312.539673	-183.879105
20313.212585	-182.932205
20313.885498	-180.704453
20314.558411	-184.253769
20315.231323	-180.564499
20315.904236	-182.466202
20316.577148	-181.964096
20317.250061	-189.618652
