Frequency (Hz)	Level (dB)
3227.288818	-78.089645
3227.961731	-81.421043
3228.634644	-82.440552
3229.307556	-82.089096
3229.980469	-84.083786
3230.653381	-78.033707
3231.326294	-78.142853
3231.999207	-89.446304
3232.672119	-77.031517
3233.345032	-80.544304
3234.017944	-88.454971
3234.690857	-84.792511
3235.363770	-85.562859
3236.036682	-88.715141
3236.709595	-82.684616
3237.382507	-80.702446
3238.055420	-89.502472
3238.728333	-80.443848
3239.401245	-78.038002
3240.074158	-78.837418
3240.747070	-82.745964
3241.419983	-93.985138
3242.092896	-85.651878
3242.765808	-83.916191
3243.438721	-85.266197
3244.111633	-82.369751
3244.784546	-82.764999
3245.457458	-85.035316
3246.130371	-81.185822
3246.803284	-81.866028
3247.476196	-80.276726
3248.149109	-77.619720
3248.822021	-80.479004
3249.494934	-86.460052
3250.167847	-93.819786
3250.840759	-87.201263
3251.513672	-82.655846
3252.186584	-84.487122
3252.859497	-81.320412
3253.532410	-78.793251
3254.205322	-83.396278
3254.878235	-89.708656
3255.551147	-84.582771
3256.224060	-78.241112
3256.896973	-78.804886
3257.569885	-83.300934
3258.242798	-85.272148
3258.915710	-83.599121
3259.588623	-82.241264
3260.261536	-80.844719
3260.934448	-83.578148
3261.607361	-84.754387
3262.280273	-86.634705
3262.953186	-81.563255
3263.626099	-76.669167
3264.299011	-80.387199
3264.971924	-83.600189
3265.644836	-81.042702
3266.317749	-76.632156
3266.990662	-79.746933
3267.663574	-79.384727
3268.336487	-79.198814
3269.009399	-101.333809
3269.682312	-77.975731
3270.355225	-81.816925
3271.028137	-83.280830
3271.701050	-76.440147
3272.373962	-78.401344
3273.046875	-80.446548
3273.719788	-78.972107
3274.392700	-90.127129
3275.065613	-81.508781
3275.738525	-79.133621
3276.411438	-83.906685
3277.084351	-78.419174
3277.757263	-83.107697
3278.430176	-86.073997
3279.103088	-80.565216
3279.776001	-76.612022
3280.448914	-87.170799
3281.121826	-83.634529
3281.794739	-91.895729
3282.467651	-77.205116
3283.140564	-75.112389
3283.813477	-80.582611
3284.486389	-82.208916
3285.159302	-75.980469
3285.832214	-95.645683
3286.505127	-78.606270
3287.178040	-79.133934
3287.850952	-78.162514
3288.523865	-80.982552
3289.196777	-87.514709
3289.869690	-78.926094
3290.542603	-81.491783
3291.215515	-80.988045
3291.888428	-78.638634
3292.561340	-87.419151
3293.234253	-78.187881
3293.907166	-68.851967
3294.580078	-75.497902
3295.252991	-74.251106
3295.925903	-64.281639
3296.598816	-63.699524
3297.271729	-67.738129
3297.944641	-73.037987
3298.617554	-79.892006
3299.290466	-72.851082
3299.963379	-77.036972
3300.636292	-76.035309
3301.309204	-83.677231
3301.982117	-71.561256
3302.655029	-75.866356
3303.327942	-66.942535
3304.000854	-73.348999
3304.673767	-66.590294
3305.346680	-65.217789
3306.019592	-61.282909
3306.692505	-57.928173
3307.365417	-55.903076
3308.038330	-59.602001
3308.711243	-72.231415
3309.384155	-71.457787
3310.057068	-75.658859
3310.729980	-75.492371
3311.402893	-74.365936
3312.075806	-78.267540
3312.748718	-88.425385
3313.421631	-76.912506
3314.094543	-73.880066
3314.767456	-72.864616
3315.440369	-73.006836
3316.113281	-81.964981
3316.786194	-84.011818
3317.459106	-80.306625
3318.132019	-86.442017
3318.804932	-77.426254
3319.477844	-74.600220
3320.150757	-81.166977
3320.823669	-84.741371
3321.496582	-76.615051
3322.169495	-81.454460
3322.842407	-85.193871
3323.515320	-82.673431
3324.188232	-79.729416
3324.861145	-84.687355
3325.534058	-90.557869
3326.206970	-78.901009
3326.879883	-79.990990
3327.552795	-79.151596
3328.225708	-78.231270
3328.898621	-87.264900
3329.571533	-84.894630
3330.244446	-79.253670
3330.917358	-80.040543
3331.590271	-80.107597
3332.263184	-79.034058
3332.936096	-95.043304
3333.609009	-81.390030
3334.281921	-84.787155
3334.954834	-85.262901
3335.627747	-87.015572
3336.300659	-79.481071
3336.973572	-77.844185
3337.646484	-82.144623
3338.319397	-85.447906
3338.992310	-89.409599
3339.665222	-91.262276
3340.338135	-87.074173
3341.011047	-91.048599
3341.683960	-88.742744
3342.356873	-85.777840
3343.029785	-95.209892
3343.702698	-84.523224
3344.375610	-87.467896
3345.048523	-85.662064
3345.721436	-85.821220
3346.394348	-84.417328
3347.067261	-86.366737
3347.740173	-83.894775
3348.413086	-78.017212
3349.085999	-83.775238
3349.758911	-93.889809
3350.431824	-89.628418
3351.104736	-88.894150
3351.777649	-88.717094
3352.450562	-87.474625
3353.123474	-83.445992
3353.796387	-83.971107
3354.469299	-77.851837
3355.142212	-77.231010
3355.815125	-82.953377
3356.488037	-94.416336
3357.160950	-83.797432
3357.833862	-89.264565
3358.506775	-93.341339
3359.179688	-92.257172
3359.852600	-80.974838
3360.525513	-74.732872
3361.198425	-77.258148
3361.871338	-80.391434
3362.544250	-81.171265
3363.217163	-78.775131
3363.890076	-80.842384
3364.562988	-93.177376
3365.235901	-93.607590
3365.908813	-88.949486
3366.581726	-88.846481
3367.254639	-95.891510
3367.927551	-84.775391
3368.600464	-81.583122
3369.273376	-92.634430
3369.946289	-81.458168
3370.619202	-81.646240
3371.292114	-80.847412
3371.965027	-83.508766
3372.637939	-85.717537
3373.310852	-84.612915
3373.983765	-82.366890
3374.656677	-76.693329
3375.329590	-74.340340
3376.002502	-76.929085
3376.675415	-79.687416
3377.348328	-82.508568
3378.021240	-81.024422
3378.694153	-80.714714
3379.367065	-87.935333
3380.039978	-79.859657
3380.712891	-77.343079
3381.385803	-86.340950
3382.058716	-80.107353
3382.731628	-77.757591
3383.404541	-85.899971
3384.077454	-83.043671
3384.750366	-80.297356
3385.423279	-82.240021
3386.096191	-83.035309
3386.769104	-80.711060
3387.442017	-81.552940
3388.114929	-89.506439
3388.787842	-86.273346
3389.460754	-83.639580
3390.133667	-80.022720
3390.806580	-75.705902
3391.479492	-73.378975
3392.152405	-76.886360
3392.825317	-85.294281
3393.498230	-84.264526
3394.171143	-83.564186
3394.844055	-83.395988
3395.516968	-79.435997
3396.189880	-77.839989
3396.862793	-79.482651
3397.535706	-85.363510
3398.208618	-83.545158
3398.881531	-90.397446
3399.554443	-91.856400
3400.227356	-90.079277
3400.900269	-92.074654
3401.573181	-82.281075
3402.246094	-79.736168
3402.919006	-88.155663
3403.591919	-83.552406
3404.264832	-86.029198
3404.937744	-80.736893
3405.610657	-82.582153
3406.283569	-76.854660
3406.956482	-74.654457
3407.629395	-75.721054
3408.302307	-78.447769
3408.975220	-80.310928
3409.648132	-79.017433
3410.321045	-89.765274
3410.993958	-74.797890
3411.666870	-78.842453
3412.339783	-87.477654
3413.012695	-80.602768
3413.685608	-84.422287
3414.358521	-85.495560
3415.031433	-83.891037
3415.704346	-90.809731
3416.377258	-88.891006
3417.050171	-82.273056
3417.723083	-82.651566
3418.395996	-98.461464
3419.068909	-86.707588
3419.741821	-91.453667
3420.414734	-87.851334
3421.087646	-105.568680
3421.760559	-86.729485
3422.433472	-83.422752
3423.106384	-83.319824
3423.779297	-87.743614
3424.452209	-86.194725
3425.125122	-84.720024
3425.798035	-89.872772
3426.470947	-84.862709
3427.143860	-80.843758
3427.816772	-83.587456
3428.489685	-100.727859
3429.162598	-82.065628
3429.835510	-82.867874
3430.508423	-85.489845
3431.181335	-82.085556
3431.854248	-81.751686
3432.527161	-77.999321
3433.200073	-81.376480
3433.872986	-83.795296
3434.545898	-84.440094
3435.218811	-85.086021
3435.891724	-95.667458
3436.564636	-87.550934
3437.237549	-90.062157
3437.910461	-88.745644
3438.583374	-79.867867
3439.256287	-82.693352
3439.929199	-89.028008
3440.602112	-86.977783
3441.275024	-91.971626
3441.947937	-89.059921
3442.620850	-85.804001
3443.293762	-85.168747
3443.966675	-83.276886
3444.639587	-79.711151
3445.312500	-80.275215
3445.985413	-78.551712
3446.658325	-88.463737
3447.331238	-88.493805
3448.004150	-95.501816
3448.677063	-86.633659
3449.349976	-83.597664
3450.022888	-83.893333
3450.695801	-98.106880
3451.368713	-82.474648
3452.041626	-83.301331
3452.714539	-88.983391
3453.387451	-84.918121
3454.060364	-89.815308
3454.733276	-81.502708
3455.406189	-80.364960
3456.079102	-82.291405
3456.752014	-88.258392
3457.424927	-88.919624
3458.097839	-88.441292
3458.770752	-85.689064
3459.443665	-87.084671
3460.116577	-82.982010
3460.789490	-78.795586
3461.462402	-79.043427
3462.135315	-83.464455
3462.808228	-92.320625
3463.481140	-96.025940
3464.154053	-92.495293
3464.826965	-87.756653
3465.499878	-87.940041
3466.172791	-84.265274
3466.845703	-85.229706
3467.518616	-87.117706
3468.191528	-90.905312
3468.864441	-82.416428
3469.537354	-83.035858
3470.210266	-84.519737
3470.883179	-94.598885
3471.556091	-93.449654
3472.229004	-84.296562
3472.901917	-82.321449
3473.574829	-85.601471
3474.247742	-94.323563
3474.920654	-89.925873
3475.593567	-86.180473
3476.266479	-86.523010
3476.939392	-86.625473
3477.612305	-84.849274
3478.285217	-85.402695
3478.958130	-94.005028
3479.631042	-93.690697
3480.303955	-96.201027
3480.976868	-92.546135
3481.649780	-98.697418
3482.322693	-89.468552
3482.995605	-87.622864
3483.668518	-84.893898
3484.341431	-88.645866
3485.014343	-87.293106
3485.687256	-82.544144
3486.360168	-77.772270
3487.033081	-81.589775
3487.705994	-107.630089
3488.378906	-85.795319
3489.051819	-83.503265
3489.724731	-84.088593
3490.397644	-89.016678
3491.070557	-90.146698
3491.743469	-102.521149
3492.416382	-101.212799
3493.089294	-86.423714
3493.762207	-81.289764
3494.435120	-82.474777
3495.108032	-88.516563
3495.780945	-103.778831
3496.453857	-90.398415
3497.126770	-84.167168
3497.799683	-75.324272
3498.472595	-73.471916
3499.145508	-79.636017
3499.818420	-77.342140
3500.491333	-85.721115
3501.164246	-79.744019
3501.837158	-77.926727
3502.510071	-79.738907
3503.182983	-78.683556
3503.855896	-79.013199
3504.528809	-78.651802
3505.201721	-78.971825
3505.874634	-77.789047
3506.547546	-82.427048
3507.220459	-82.325531
3507.893372	-80.916809
3508.566284	-82.091873
3509.239197	-82.100044
3509.912109	-84.294395
3510.585022	-92.899345
3511.257935	-92.287849
3511.930847	-92.199493
3512.603760	-78.088783
3513.276672	-68.821449
3513.949585	-67.674454
3514.622498	-71.392685
3515.295410	-69.599510
3515.968323	-76.181259
3516.641235	-74.329414
3517.314148	-67.854630
3517.987061	-69.632820
3518.659973	-78.572273
3519.332886	-71.840263
3520.005798	-74.425842
3520.678711	-72.353493
3521.351624	-65.730804
3522.024536	-64.961586
3522.697449	-69.543106
3523.370361	-68.815689
3524.043274	-76.264061
3524.716187	-61.549789
3525.389099	-53.168850
3526.062012	-56.689617
3526.734924	-58.972565
3527.407837	-54.551582
3528.080750	-53.930428
3528.753662	-53.455654
3529.426575	-54.350792
3530.099487	-52.809097
3530.772400	-53.094929
3531.445312	-54.711086
3532.118225	-57.502117
3532.791138	-67.777565
3533.464050	-64.085945
3534.136963	-66.121490
3534.809875	-67.611389
3535.482788	-62.361355
3536.155701	-62.981628
3536.828613	-75.774857
3537.501526	-72.436462
3538.174438	-71.412720
3538.847351	-78.154495
3539.520264	-77.438377
3540.193176	-71.158577
3540.866089	-69.538109
3541.539001	-73.844391
3542.211914	-66.598473
3542.884827	-80.358246
3543.557739	-70.706627
3544.230652	-89.130661
3544.903564	-79.497932
3545.576477	-73.485016
3546.249390	-73.029419
3546.922302	-71.264198
3547.595215	-77.183067
3548.268127	-73.315025
3548.941040	-72.539612
3549.613953	-72.451469
3550.286865	-77.023315
3550.959778	-77.897705
3551.632690	-77.797691
3552.305603	-71.367546
3552.978516	-70.282677
3553.651428	-83.184692
3554.324341	-80.504913
3554.997253	-94.089561
3555.670166	-76.217583
3556.343079	-71.667900
3557.015991	-74.859970
3557.688904	-82.865372
3558.361816	-79.401825
3559.034729	-76.355064
3559.707642	-76.485954
3560.380554	-76.037773
3561.053467	-77.075623
3561.726379	-77.562347
3562.399292	-77.075600
3563.072205	-78.442131
3563.745117	-79.688293
3564.418030	-78.282890
3565.090942	-100.891037
3565.763855	-76.239830
3566.436768	-78.895340
3567.109680	-80.409874
3567.782593	-85.455437
3568.455505	-81.961800
3569.128418	-75.697945
3569.801331	-75.770546
3570.474243	-72.880188
3571.147156	-81.437164
3571.820068	-77.666824
3572.492981	-82.037735
3573.165894	-80.796692
3573.838806	-74.597885
3574.511719	-78.430527
3575.184631	-79.455933
3575.857544	-90.364258
3576.530457	-81.707329
3577.203369	-79.224670
3577.876282	-74.838631
3578.549194	-76.399574
3579.222107	-77.044395
3579.895020	-79.442215
3580.567932	-83.636215
3581.240845	-79.905342
3581.913757	-75.346443
3582.586670	-82.733582
3583.259583	-81.043297
3583.932495	-74.067734
3584.605408	-73.533478
3585.278320	-78.811462
3585.951233	-83.303619
3586.624146	-75.730118
3587.297058	-73.673569
3587.969971	-79.108124
3588.642883	-78.281128
3589.315796	-80.101547
3589.988708	-80.326614
3590.661621	-75.006371
3591.334534	-78.757637
3592.007446	-79.473114
3592.680359	-87.234840
3593.353271	-89.640892
3594.026184	-93.759552
3594.699097	-82.227379
3595.372009	-84.187790
3596.044922	-78.558617
3596.717834	-79.250824
3597.390747	-77.988045
3598.063660	-84.710609
3598.736572	-81.808922
3599.409485	-79.543365
3600.082397	-75.279938
3600.755310	-86.462952
3601.428223	-73.292694
3602.101135	-71.562057
3602.774048	-75.542068
3603.446960	-75.570992
3604.119873	-76.897728
3604.792786	-81.562187
3605.465698	-80.205009
3606.138611	-77.318352
3606.811523	-84.717239
3607.484436	-89.988708
3608.157349	-84.844887
3608.830261	-80.727379
3609.503174	-75.722786
3610.176086	-75.157494
3610.848999	-90.564789
3611.521912	-77.448151
3612.194824	-84.085007
3612.867737	-79.336151
3613.540649	-81.281075
3614.213562	-78.775002
3614.886475	-79.176102
3615.559387	-78.134491
3616.232300	-82.276421
3616.905212	-76.514893
3617.578125	-75.963272
3618.251038	-79.620308
3618.923950	-88.929329
3619.596863	-90.728447
3620.269775	-93.102989
3620.942688	-83.942886
3621.615601	-80.476051
3622.288513	-73.881020
3622.961426	-76.447968
3623.634338	-73.243553
3624.307251	-70.475471
3624.980164	-66.679291
3625.653076	-60.288589
3626.325989	-57.990833
3626.998901	-62.755367
3627.671814	-68.344765
3628.344727	-67.390976
3629.017639	-75.197716
3629.690552	-77.667412
3630.363464	-69.935432
3631.036377	-68.315704
3631.709290	-79.373001
3632.382202	-70.303062
3633.055115	-82.162964
3633.728027	-85.258492
3634.400940	-78.062706
3635.073853	-82.903938
3635.746765	-78.116798
3636.419678	-75.967339
3637.092590	-101.103523
3637.765503	-86.037437
3638.438416	-73.966858
3639.111328	-72.171234
3639.784241	-75.447327
3640.457153	-81.069260
3641.130066	-77.557983
3641.802979	-77.412216
3642.475891	-75.720947
3643.148804	-78.539543
3643.821716	-98.153763
3644.494629	-84.944069
3645.167542	-83.938286
3645.840454	-95.437553
3646.513367	-83.092216
3647.186279	-81.519447
3647.859192	-81.296211
3648.532104	-78.826340
3649.205017	-80.520866
3649.877930	-88.154182
3650.550842	-92.291916
3651.223755	-84.571182
3651.896667	-90.789383
3652.569580	-83.525368
3653.242493	-79.349464
3653.915405	-84.978851
3654.588318	-82.533607
3655.261230	-82.569168
3655.934143	-89.020615
3656.607056	-83.075134
3657.279968	-79.474472
3657.952881	-81.213562
3658.625793	-88.955116
3659.298706	-84.892723
3659.971619	-80.858116
3660.644531	-88.105141
3661.317444	-92.214561
3661.990356	-84.673042
3662.663269	-84.784454
3663.336182	-84.721703
3664.009094	-82.946144
3664.682007	-85.320984
3665.354919	-87.081261
3666.027832	-89.270744
3666.700745	-87.762543
3667.373657	-86.424103
3668.046570	-89.799492
3668.719482	-91.759399
3669.392395	-87.526443
3670.065308	-89.455223
3670.738220	-85.208519
3671.411133	-81.452911
3672.084045	-86.534943
3672.756958	-86.356377
3673.429871	-86.198181
3674.102783	-91.741005
3674.775696	-93.071602
3675.448608	-91.887863
3676.121521	-83.990524
3676.794434	-81.948387
3677.467346	-85.887169
3678.140259	-88.094879
3678.813171	-87.773941
3679.486084	-101.094231
3680.158997	-81.480476
3680.831909	-81.167267
3681.504822	-94.635414
3682.177734	-88.813164
3682.850647	-91.608650
3683.523560	-83.222527
3684.196472	-83.646309
3684.869385	-83.673317
3685.542297	-87.219078
3686.215210	-85.256622
3686.888123	-79.407478
3687.561035	-78.370155
3688.233948	-84.525444
3688.906860	-85.457367
3689.579773	-84.056168
3690.252686	-87.755852
3690.925598	-86.893021
3691.598511	-85.390617
3692.271423	-83.257935
3692.944336	-94.310677
3693.617249	-85.330727
3694.290161	-88.624619
3694.963074	-89.210251
3695.635986	-93.278236
3696.308899	-82.741455
3696.981812	-81.915482
3697.654724	-81.267349
3698.327637	-84.823341
3699.000549	-85.839325
3699.673462	-100.469467
3700.346375	-86.989243
3701.019287	-95.470604
3701.692200	-90.921631
3702.365112	-87.250275
3703.038025	-85.372810
3703.710938	-88.928558
3704.383850	-81.839218
3705.056763	-78.286484
3705.729675	-84.728912
3706.402588	-95.691483
3707.075500	-83.514671
3707.748413	-85.806320
3708.421326	-81.350609
3709.094238	-78.928688
3709.767151	-83.227600
3710.440063	-84.072189
3711.112976	-86.232147
3711.785889	-86.065483
3712.458801	-82.072502
3713.131714	-79.921722
3713.804626	-82.048653
3714.477539	-80.486641
3715.150452	-78.662498
3715.823364	-78.780174
3716.496277	-84.158119
3717.169189	-90.392548
3717.842102	-82.676880
3718.515015	-85.132812
3719.187927	-89.198112
3719.860840	-92.719498
3720.533752	-82.844658
3721.206665	-83.362953
3721.879578	-88.111824
3722.552490	-86.466751
3723.225403	-93.050377
3723.898315	-88.761566
3724.571228	-88.034546
3725.244141	-89.114967
3725.917053	-85.439163
3726.589966	-77.893745
3727.262878	-78.097145
3727.935791	-80.566223
3728.608704	-97.657509
3729.281616	-79.906540
3729.954529	-83.236031
3730.627441	-76.868370
3731.300354	-70.082634
3731.973267	-72.938148
3732.646179	-69.569237
3733.319092	-64.605110
3733.992004	-65.681854
3734.664917	-64.730873
3735.337830	-69.483353
3736.010742	-85.094978
3736.683655	-76.318512
3737.356567	-68.142014
3738.029480	-65.930527
3738.702393	-68.399330
3739.375305	-75.525169
3740.048218	-69.990379
3740.721130	-69.067162
3741.394043	-65.497177
3742.066956	-72.389595
3742.739868	-70.916321
3743.412781	-65.768669
3744.085693	-67.420197
3744.758606	-70.237564
3745.431519	-59.440514
3746.104431	-58.832870
3746.777344	-65.335800
3747.450256	-69.025322
3748.123169	-67.664253
3748.796082	-65.807137
3749.468994	-71.581619
3750.141907	-79.821274
3750.814819	-77.232071
3751.487732	-77.794891
3752.160645	-74.812912
3752.833557	-73.764320
3753.506470	-73.394745
3754.179382	-72.047592
3754.852295	-70.470627
3755.525208	-70.324333
3756.198120	-75.942085
3756.871033	-81.109161
3757.543945	-92.631584
3758.216858	-71.984520
3758.889771	-75.555748
3759.562683	-82.187370
3760.235596	-76.937126
3760.908508	-82.961662
3761.581421	-93.856522
3762.254333	-89.140625
3762.927246	-78.892464
3763.600159	-88.245499
3764.273071	-75.086037
3764.945984	-77.191574
3765.618896	-77.674835
3766.291809	-80.561859
3766.964722	-87.243835
3767.637634	-79.936073
3768.310547	-83.861427
3768.983459	-83.065132
3769.656372	-77.053604
3770.329285	-80.971642
3771.002197	-73.627579
3771.675110	-78.625076
3772.348022	-85.444504
3773.020935	-79.485588
3773.693848	-79.094833
3774.366760	-80.484947
3775.039673	-82.186890
3775.712585	-79.979469
3776.385498	-80.970757
3777.058411	-83.475990
3777.731323	-81.379448
3778.404236	-80.880531
3779.077148	-86.604904
3779.750061	-86.823601
3780.422974	-82.339348
3781.095886	-86.814430
3781.768799	-78.641609
3782.441711	-74.324478
3783.114624	-79.774254
3783.787537	-85.687332
3784.460449	-82.638329
3785.133362	-95.182487
3785.806274	-89.827934
3786.479187	-90.588486
3787.152100	-92.175797
3787.825012	-82.458534
3788.497925	-95.492584
3789.170837	-79.114182
3789.843750	-80.162132
3790.516663	-77.371315
3791.189575	-76.678413
3791.862488	-81.566681
3792.535400	-77.172462
3793.208313	-78.707260
3793.881226	-89.754967
3794.554138	-78.396706
3795.227051	-80.723518
3795.899963	-84.860382
3796.572876	-81.094307
3797.245789	-86.024246
3797.918701	-97.858513
3798.591614	-86.421715
3799.264526	-79.926521
3799.937439	-79.061150
3800.610352	-78.526047
3801.283264	-83.601212
3801.956177	-85.105484
3802.629089	-78.013687
3803.302002	-83.321541
3803.974915	-83.679344
3804.647827	-78.333809
3805.320740	-79.185097
3805.993652	-80.877998
3806.666565	-83.258469
3807.339478	-90.188667
3808.012390	-86.440521
3808.685303	-93.107079
3809.358215	-91.671066
3810.031128	-82.472427
3810.704041	-81.506035
3811.376953	-92.093109
3812.049866	-96.523041
3812.722778	-95.359795
3813.395691	-95.288048
3814.068604	-84.788773
3814.741516	-81.337952
3815.414429	-84.478050
3816.087341	-91.904587
3816.760254	-94.744499
3817.433167	-86.175819
3818.106079	-81.832283
3818.778992	-84.672882
3819.451904	-85.223419
3820.124817	-86.841606
3820.797729	-83.504616
3821.470642	-82.740654
3822.143555	-83.912636
3822.816467	-85.535820
3823.489380	-88.663330
3824.162292	-83.769867
3824.835205	-82.715012
3825.508118	-90.886139
3826.181030	-85.340912
3826.853943	-94.024200
3827.526855	-89.303078
3828.199768	-89.933472
3828.872681	-83.179245
3829.545593	-76.435905
3830.218506	-75.397690
3830.891418	-77.031517
3831.564331	-79.175797
3832.237244	-82.394325
3832.910156	-83.750137
3833.583069	-81.204826
3834.255981	-81.936050
3834.928894	-81.477180
3835.601807	-84.802193
3836.274719	-89.733978
3836.947632	-84.782669
3837.620544	-82.197479
3838.293457	-80.060478
3838.966370	-81.509552
3839.639282	-79.016716
3840.312195	-82.203697
3840.985107	-90.819603
3841.658020	-87.535439
3842.330933	-83.132942
3843.003845	-82.949432
3843.676758	-80.171494
3844.349670	-76.494583
3845.022583	-78.786934
3845.695496	-83.892982
3846.368408	-85.024948
3847.041321	-86.954674
3847.714233	-85.162163
3848.387146	-80.999855
3849.060059	-78.414726
3849.732971	-79.065620
3850.405884	-91.234093
3851.078796	-90.422173
3851.751709	-92.661301
3852.424622	-81.217010
3853.097534	-77.841225
3853.770447	-75.891235
3854.443359	-78.685310
3855.116272	-103.622826
3855.789185	-78.330986
3856.462097	-77.063934
3857.135010	-82.500023
3857.807922	-82.077446
3858.480835	-80.489479
3859.153748	-82.744972
3859.826660	-82.443993
3860.499573	-86.855186
3861.172485	-78.242401
3861.845398	-76.197975
3862.518311	-80.261299
3863.191223	-100.628952
3863.864136	-84.556030
3864.537048	-91.292702
3865.209961	-83.301018
3865.882874	-78.022911
3866.555786	-80.678978
3867.228699	-79.911224
3867.901611	-79.024002
3868.574524	-80.213303
3869.247437	-77.728050
3869.920349	-78.292389
3870.593262	-81.647377
3871.266174	-86.340370
3871.939087	-86.515450
3872.612000	-86.409279
3873.284912	-81.297035
3873.957825	-79.478226
3874.630737	-83.762581
3875.303650	-100.012642
3875.976562	-87.017708
3876.649475	-84.943138
3877.322388	-81.876907
3877.995300	-81.706322
3878.668213	-86.475494
3879.341125	-86.350075
3880.014038	-78.565880
3880.686951	-80.133934
3881.359863	-95.343285
3882.032776	-92.793930
3882.705688	-96.940361
3883.378601	-87.148643
3884.051514	-82.627441
3884.724426	-79.039139
3885.397339	-84.049522
3886.070251	-114.492378
3886.743164	-86.906189
3887.416077	-89.716980
3888.088989	-84.213181
3888.761902	-79.542564
3889.434814	-89.954330
3890.107727	-78.555511
3890.780640	-80.602020
3891.453552	-85.642929
3892.126465	-100.044540
3892.799377	-89.614891
3893.472290	-94.154526
3894.145203	-83.320160
3894.818115	-83.109589
3895.491028	-97.434715
3896.163940	-84.775787
3896.836853	-79.479988
3897.509766	-81.178146
3898.182678	-77.780685
3898.855591	-75.639160
3899.528503	-74.401260
3900.201416	-78.662308
3900.874329	-85.037033
3901.547241	-83.213791
3902.220154	-87.224266
3902.893066	-111.570839
3903.565979	-81.356850
3904.238892	-87.882202
3904.911804	-82.237297
3905.584717	-78.717369
3906.257629	-86.052696
3906.930542	-79.356644
3907.603455	-80.417664
3908.276367	-88.264381
3908.949280	-82.719391
3909.622192	-78.202377
3910.295105	-78.946251
3910.968018	-80.901070
3911.640930	-82.196442
3912.313843	-79.902016
3912.986755	-79.589943
3913.659668	-85.224022
3914.332581	-92.749733
3915.005493	-99.389877
3915.678406	-102.533623
3916.351318	-84.079620
3917.024231	-80.228607
3917.697144	-82.084846
3918.370056	-86.462082
3919.042969	-84.957184
3919.715881	-83.917656
3920.388794	-83.237122
3921.061707	-92.812912
3921.734619	-84.552689
3922.407532	-83.567734
3923.080444	-82.757042
3923.753357	-98.375275
3924.426270	-86.028671
3925.099182	-86.609871
3925.772095	-81.789085
3926.445007	-82.825813
3927.117920	-83.615601
3927.790833	-79.522591
3928.463745	-82.505905
3929.136658	-86.520584
3929.809570	-84.396484
3930.482483	-83.418839
3931.155396	-81.459145
3931.828308	-78.805687
3932.501221	-76.569290
3933.174133	-81.901833
3933.847046	-85.860611
3934.519958	-79.776443
3935.192871	-85.818291
3935.865784	-81.627945
3936.538696	-79.995781
3937.211609	-81.013580
3937.884521	-83.828651
3938.557434	-90.281746
3939.230347	-82.219986
3939.903259	-94.850334
3940.576172	-77.761261
3941.249084	-76.130829
3941.921997	-77.259003
3942.594910	-79.755119
3943.267822	-81.477051
3943.940735	-74.723900
3944.613647	-73.462418
3945.286560	-78.685982
3945.959473	-69.715553
3946.632385	-69.177803
3947.305298	-74.238937
3947.978210	-70.381470
3948.651123	-70.293800
3949.324036	-72.012253
3949.996948	-76.925667
3950.669861	-81.806831
3951.342773	-74.583046
3952.015686	-73.355598
3952.688599	-73.767273
3953.361511	-79.636887
3954.034424	-76.072662
3954.707336	-68.254570
3955.380249	-68.235504
3956.053162	-69.519531
3956.726074	-63.899456
3957.398987	-62.725410
3958.071899	-71.323273
3958.744812	-69.422852
3959.417725	-65.121910
3960.090637	-59.870636
3960.763550	-64.946045
3961.436462	-61.064808
3962.109375	-58.699383
3962.782288	-58.993240
3963.455200	-60.015648
3964.128113	-67.402763
3964.801025	-59.648296
3965.473938	-57.646305
3966.146851	-54.701843
3966.819763	-55.458508
3967.492676	-57.694069
3968.165588	-60.025837
3968.838501	-53.123714
3969.511414	-51.157558
3970.184326	-54.976543
3970.857239	-59.875748
3971.530151	-60.118256
3972.203064	-62.326591
3972.875977	-70.686295
3973.548889	-78.828087
3974.221802	-76.083611
3974.894714	-69.980408
3975.567627	-79.436501
3976.240540	-75.405807
3976.913452	-65.952751
3977.586365	-65.102638
3978.259277	-78.135689
3978.932190	-71.169609
3979.605103	-76.766296
3980.278015	-72.612328
3980.950928	-72.906227
3981.623840	-75.995819
3982.296753	-73.722382
3982.969666	-78.750000
3983.642578	-71.519493
3984.315491	-77.677277
3984.988403	-69.535805
3985.661316	-75.742203
3986.334229	-80.868774
3987.007141	-85.025314
3987.680054	-81.394623
3988.352966	-84.036987
3989.025879	-85.180313
3989.698792	-87.005249
3990.371704	-75.831177
3991.044617	-80.585350
3991.717529	-85.546928
3992.390442	-89.634338
3993.063354	-91.540649
3993.736267	-108.076752
3994.409180	-86.608932
3995.082092	-83.497643
3995.755005	-89.800728
3996.427917	-80.445152
3997.100830	-80.578438
3997.773743	-98.361877
3998.446655	-86.022758
3999.119568	-89.951530
3999.792480	-83.051430
4000.465393	-79.718864
4001.138306	-80.655998
4001.811218	-79.337814
4002.484131	-81.634102
4003.157043	-89.276497
4003.829956	-88.516640
4004.502869	-84.760567
4005.175781	-88.462128
4005.848694	-89.963837
4006.521606	-84.142487
4007.194519	-86.447495
4007.867432	-81.295158
4008.540344	-76.601227
4009.213257	-74.478859
4009.886169	-78.312149
4010.559082	-84.969330
